gene	chr	pos	neg_log10_pvalue
Gene_1029	chr15	9271126	1.044073
Gene_0425	chr5	154817324	0.726994
Gene_7198	chr2	125741437	0.138271
Gene_1452	chr15	52521114	0.447023
Gene_4765	chr2	220174605	0.209115
Gene_0714	chr10	121876289	0.350123
Gene_4590	chr15	93755030	0.157112
Gene_4408	chr17	32368889	0.155629
Gene_3617	chr16	1530733	0.345659
Gene_6283	chr4	46328329	0.175480
Gene_3668	chr15	47937501	0.166261
Gene_2980	chr3	172725386	0.068979
Gene_4008	chr14	79064265	0.186681
Gene_4278	chr6	396606	0.440684
Gene_0858	chr16	29625850	0.196151
Gene_1393	chr4	146032686	0.086864
Gene_5523	chr7	88149130	0.740871
Gene_6421	chr5	22271864	0.366573
Gene_3486	chr11	68885170	0.205018
Gene_6937	chr20	52404583	0.814000
Gene_4028	chr12	112641242	0.217500
Gene_5699	chr18	72784074	0.348693
Gene_1326	chr10	82936498	0.683212
Gene_2230	chr19	4243639	0.249397
Gene_1538	chr18	1850124	0.053644
Gene_5524	chr4	10142311	0.681422
Gene_6761	chr10	67464625	0.295348
Gene_3540	chrY	37588020	0.253521
Gene_5764	chr16	2416552	0.263623
Gene_5327	chr14	2066777	0.004131
Gene_5493	chr1	31735617	0.135331
Gene_1210	chr5	150157694	0.572971
Gene_3131	chr5	76497682	0.067989
Gene_4453	chr19	22863506	0.123099
Gene_2101	chr9	16893044	0.076306
Gene_5377	chr13	53796429	0.166633
Gene_1456	chr12	69357618	0.248824
Gene_0048	chr2	203919696	0.587094
Gene_4783	chr1	40232646	0.395429
Gene_7037	chr3	137803932	0.175166
Gene_7749	chr2	148043223	3.361049
Gene_0982	chr14	37682174	1.114662
Gene_0360	chr3	16795120	0.218748
Gene_6708	chr2	214758176	1.263340
Gene_1967	chr8	45199551	0.693267
Gene_4978	chr8	71035292	0.177734
Gene_7725	chr1	222436632	3.026979
Gene_3842	chr9	27596152	1.011425
Gene_3825	chr13	10491594	0.316822
Gene_1515	chrX	118677806	0.017306
Gene_3586	chr19	53946422	0.129281
Gene_5960	chr22	49801400	0.530482
Gene_4285	chr13	57330322	0.579968
Gene_5444	chr2	123700945	0.526874
Gene_5772	chrX	62527935	0.324822
Gene_4407	chr6	94226178	0.042855
Gene_2601	chr1	211532590	0.280801
Gene_7013	chr9	14484324	0.623383
Gene_7856	chr16	88533070	3.094350
Gene_2611	chr8	140765381	0.131044
Gene_3816	chr8	135122329	1.032596
Gene_4414	chr8	20111283	0.329843
Gene_3106	chr2	7982530	0.607095
Gene_5834	chr4	124720629	1.204596
Gene_5915	chr4	103846122	0.029346
Gene_3439	chr22	46737518	0.257718
Gene_3073	chr13	108100604	0.033894
Gene_4874	chr14	8827699	0.316112
Gene_5823	chr12	102175015	0.702441
Gene_1153	chrY	55362460	1.043830
Gene_0589	chr3	87080595	0.583884
Gene_4241	chr21	132054	0.157175
Gene_0270	chr16	80611484	0.505001
Gene_1356	chr8	113574194	0.204853
Gene_5359	chr11	76073908	0.332749
Gene_3405	chr5	100605629	0.658418
Gene_2189	chr10	121460524	0.757676
Gene_6595	chr13	37778452	0.399189
Gene_6991	chrX	73518543	1.052197
Gene_6940	chr8	138889380	0.175700
Gene_5293	chr2	36389945	0.467085
Gene_0876	chr22	44591364	0.734476
Gene_7702	chr8	68596309	4.073485
Gene_7928	chr9	35755834	3.244319
Gene_6068	chr1	206332296	0.592899
Gene_2958	chr8	143309783	0.104086
Gene_4426	chr2	75075802	0.105602
Gene_0333	chr21	44651723	0.035852
Gene_2770	chrX	38664094	0.278038
Gene_3473	chr3	42136115	0.243714
Gene_4569	chr12	27352341	0.557508
Gene_1860	chr2	26395335	0.242565
Gene_2781	chr14	80137182	0.688766
Gene_1237	chr15	72822814	0.011436
Gene_0395	chr1	200059309	0.099420
Gene_4024	chr4	64332439	0.222451
Gene_4801	chr22	28956944	0.151684
Gene_7143	chr5	13986963	0.357306
Gene_3692	chrX	4635074	0.401642
Gene_4601	chr21	25927577	0.475564
Gene_3177	chr18	2205350	0.604446
Gene_5296	chr7	78877030	0.855089
Gene_3089	chr4	179744488	0.151097
Gene_0064	chr14	46506777	0.543992
Gene_5517	chr18	36489732	1.042184
Gene_0639	chr6	116656468	0.367317
Gene_7825	chr3	104880344	3.257214
Gene_0206	chr10	131490128	0.427073
Gene_7055	chrY	23835897	0.305546
Gene_6838	chr13	73785012	0.220913
Gene_1020	chr14	66936330	0.131196
Gene_0619	chr5	84306210	0.224206
Gene_0967	chr3	66560470	0.271195
Gene_2812	chr10	85012609	0.226928
Gene_7617	chr1	191061545	3.398365
Gene_4678	chr12	10349108	0.583443
Gene_5917	chr1	213681606	0.442390
Gene_6576	chr7	39301581	0.145062
Gene_1146	chr4	132892631	0.038017
Gene_2852	chr10	73925739	0.668361
Gene_5918	chr5	64683708	0.656956
Gene_2342	chr16	26296074	0.051801
Gene_3200	chr2	125279122	1.043951
Gene_0905	chr9	117053617	0.120958
Gene_3730	chr7	19157638	0.136150
Gene_3136	chrY	43755919	0.040549
Gene_7850	chr1	179276076	3.376716
Gene_1508	chr3	83205730	0.539808
Gene_6477	chr2	190987922	0.440102
Gene_2328	chr5	161228376	0.826697
Gene_4953	chr9	39695427	1.176298
Gene_5889	chr2	153394886	0.191168
Gene_7246	chr12	33268868	0.254513
Gene_6033	chr7	30091530	0.533283
Gene_2315	chr20	57867981	0.360184
Gene_6651	chr6	65392716	0.690930
Gene_3118	chr5	119363926	0.334859
Gene_6224	chr5	140878702	0.171555
Gene_5888	chr1	58599489	0.240592
Gene_5644	chr4	48883691	0.982109
Gene_2153	chr6	61507947	1.211209
Gene_4996	chr10	49999951	0.492025
Gene_1831	chr9	16370791	0.312823
Gene_4897	chr6	7348228	0.315453
Gene_7989	chr7	105212646	3.177652
Gene_0259	chr1	210265199	1.135249
Gene_0377	chr12	45319524	0.701698
Gene_0190	chr4	106241383	0.390247
Gene_4015	chr7	93616967	0.144901
Gene_7201	chr1	98058725	0.002017
Gene_3811	chr14	11897047	0.170792
Gene_2695	chr2	190971849	0.350747
Gene_0291	chr20	51981610	0.009228
Gene_7768	chr9	94258168	3.302259
Gene_0481	chr4	122848762	0.019035
Gene_0896	chr6	106980494	0.256994
Gene_1796	chr2	33870529	0.447039
Gene_1302	chr10	64654344	0.291702
Gene_6752	chrX	127047256	0.381873
Gene_3059	chr13	79291691	1.023068
Gene_0683	chr14	59040355	0.594894
Gene_7706	chr20	34965937	3.617120
Gene_7826	chr2	45732549	3.031843
Gene_1304	chr8	120955247	0.051540
Gene_0803	chr18	46054859	0.442789
Gene_5203	chr10	39538027	0.048492
Gene_4078	chr9	137953758	1.085744
Gene_7418	chr6	95970754	0.114365
Gene_2699	chr15	65059783	0.030435
Gene_5781	chr7	84181987	0.218459
Gene_6594	chr17	53910902	0.034709
Gene_2493	chr5	150802194	0.031128
Gene_5840	chr16	3930175	0.564065
Gene_5378	chr19	1505860	0.099622
Gene_3832	chr1	195653665	0.036929
Gene_5513	chr5	63537592	0.702173
Gene_4784	chr9	121016581	0.040126
Gene_3582	chr11	53459159	0.119912
Gene_0853	chr9	85206136	0.064097
Gene_5711	chr13	2226955	0.004373
Gene_6498	chr2	135488757	0.035725
Gene_6804	chr9	134725831	1.107252
Gene_2849	chrX	99815519	0.461779
Gene_5121	chr7	17712053	0.716371
Gene_6419	chr14	21218650	0.080172
Gene_3415	chr4	87485734	0.700831
Gene_6227	chr22	44258631	0.053055
Gene_3664	chr1	174426456	0.266348
Gene_1877	chr2	184511143	1.139875
Gene_4694	chr18	20517296	0.825957
Gene_2558	chr15	1637347	0.695149
Gene_4094	chr8	44045897	0.460556
Gene_2147	chr16	30004369	0.135129
Gene_3892	chr2	69029696	0.134913
Gene_4834	chr7	24191549	0.341701
Gene_7953	chr5	162174245	3.251030
Gene_1941	chr10	45346775	0.433515
Gene_6960	chr1	135456026	0.309199
Gene_2516	chr1	36027734	0.380325
Gene_4938	chrX	138965794	0.519812
Gene_6939	chr14	19222175	0.342074
Gene_4009	chr5	38362254	0.321673
Gene_1301	chr3	32593754	0.161405
Gene_4587	chr3	164294289	0.090183
Gene_4423	chr17	11789965	0.473506
Gene_0974	chr16	111598	0.004230
Gene_4560	chr4	172880525	0.742973
Gene_2252	chr3	133799328	0.248738
Gene_3877	chrY	33782327	0.399343
Gene_1205	chr3	91278869	0.541863
Gene_3019	chr20	641628	0.840816
Gene_6923	chr7	145674142	0.422133
Gene_6317	chr4	106821965	0.171207
Gene_6733	chr5	70076294	0.192747
Gene_6432	chr3	183550539	0.099040
Gene_3864	chr3	168692799	0.275060
Gene_2264	chr8	61438320	0.036032
Gene_3524	chr1	135965573	0.328130
Gene_4248	chr8	5727962	1.076369
Gene_1299	chr3	28205031	0.125007
Gene_1668	chr1	180044503	0.398783
Gene_0591	chr18	59357550	0.201513
Gene_2883	chr1	27566659	0.765347
Gene_4330	chr2	27664229	0.514149
Gene_0577	chr15	33251943	0.152907
Gene_4108	chr7	27138732	1.009415
Gene_2358	chr19	41050773	0.312816
Gene_3929	chr2	203931471	0.044431
Gene_0025	chr2	141883730	0.186560
Gene_2502	chr1	70848806	0.854534
Gene_0069	chr2	6633382	0.085294
Gene_7549	chr17	73059004	0.869969
Gene_0166	chr7	22744786	1.050804
Gene_7724	chr9	39022762	3.004389
Gene_3674	chr8	55211354	0.180982
Gene_6349	chr11	80428403	0.241130
Gene_7748	chr10	46994456	3.229695
Gene_5925	chr9	61862309	0.314875
Gene_7279	chr17	15912096	0.611651
Gene_5115	chr3	56298100	0.345596
Gene_3777	chr5	82439258	0.395006
Gene_3931	chr13	36274204	0.219712
Gene_5042	chrX	96921275	0.100102
Gene_4949	chr7	92172853	0.250949
Gene_4252	chrX	144821105	0.097786
Gene_0124	chr9	6514330	0.367777
Gene_7280	chr7	44521658	0.117261
Gene_4213	chr1	61505240	0.728655
Gene_1137	chr11	27158174	0.212561
Gene_6823	chr8	49908706	0.369162
Gene_1523	chr11	117368673	1.026480
Gene_0462	chr4	27511827	0.659410
Gene_0678	chrX	46425926	0.596683
Gene_6532	chr2	75564587	0.061544
Gene_0551	chr15	76380095	0.275834
Gene_4674	chr5	143794429	0.344048
Gene_0860	chr12	13606498	0.926141
Gene_6116	chr1	169339898	0.710025
Gene_0794	chr13	107009799	0.808872
Gene_2038	chr2	224485016	0.257366
Gene_6620	chr14	5840211	0.084769
Gene_2831	chr22	15473156	0.090957
Gene_3465	chr6	67741486	0.295955
Gene_3995	chr10	40355629	0.169012
Gene_1280	chr5	100818944	0.854524
Gene_1890	chr7	38277824	0.931661
Gene_0271	chr13	79455003	0.115944
Gene_3416	chr20	21506489	0.793932
Gene_3985	chr12	57426870	0.219857
Gene_2220	chr3	100109983	1.207310
Gene_6744	chr8	58703248	0.052374
Gene_2208	chr4	183970164	0.877635
Gene_7303	chr6	143624922	0.755141
Gene_6125	chr1	233283485	0.846970
Gene_7171	chr1	164310511	0.092758
Gene_5048	chr12	126529270	0.719023
Gene_2552	chr6	8340134	0.201895
Gene_4894	chr4	58832877	0.331612
Gene_5958	chr21	6787840	0.570141
Gene_6989	chr1	242655917	0.197427
Gene_7050	chr13	100255677	0.244173
Gene_3312	chr2	129913459	0.000578
Gene_6860	chr10	55230828	0.048463
Gene_5093	chr10	90127922	0.213329
Gene_5152	chr2	220026053	0.323647
Gene_6344	chr5	65064476	0.074978
Gene_0746	chr7	63744715	0.348703
Gene_0109	chr12	45419914	0.133444
Gene_2111	chr9	6665473	0.111778
Gene_6593	chr5	160337040	0.692830
Gene_4215	chr17	69586377	0.818208
Gene_5646	chr9	99985587	0.405085
Gene_2568	chr22	45284321	1.022561
Gene_1334	chr4	48913921	0.511399
Gene_5225	chr17	59798438	0.513071
Gene_5831	chr11	85801964	0.068168
Gene_5047	chr4	78076545	0.548842
Gene_6398	chr3	24850599	0.170383
Gene_3894	chr1	86690024	0.567910
Gene_4728	chr6	28726074	0.061163
Gene_4535	chr17	35381779	0.023546
Gene_3318	chr7	35113002	0.010218
Gene_3427	chr5	151547758	0.417211
Gene_5195	chr13	42120338	0.486832
Gene_6138	chr5	6774761	0.176547
Gene_7678	chr15	39045402	4.582066
Gene_5800	chr19	19950355	0.173129
Gene_5383	chr9	82036316	0.075298
Gene_5061	chr1	163006435	0.263193
Gene_0161	chrX	35073979	0.566012
Gene_3575	chr7	28818459	0.288959
Gene_3960	chr8	17615611	0.557742
Gene_1626	chr14	16424079	0.187777
Gene_0410	chr9	119457500	0.438450
Gene_6553	chr19	7211325	0.991259
Gene_1970	chr2	84016856	0.334556
Gene_0472	chr12	106001436	0.650282
Gene_7954	chr4	174660275	3.935256
Gene_7433	chr14	102733500	0.236005
Gene_1479	chr2	219608724	0.413874
Gene_1589	chr4	50895916	0.942251
Gene_2468	chr8	132661878	1.274752
Gene_7538	chr15	12391652	0.267765
Gene_1989	chr6	24462140	0.672100
Gene_2896	chr13	17871743	0.134971
Gene_7028	chr12	13413734	0.503149
Gene_0575	chr10	25292123	0.049963
Gene_4030	chr11	116711586	0.781145
Gene_3739	chr2	1292335	0.419140
Gene_3193	chr14	100028342	0.843792
Gene_4456	chr13	81327850	0.145668
Gene_6178	chr5	124989774	0.155344
Gene_4164	chr21	33163806	0.318035
Gene_5866	chr14	56605982	0.526387
Gene_7536	chr8	111917788	0.000892
Gene_2491	chr3	46916815	0.372501
Gene_7859	chr6	59098594	3.122480
Gene_4371	chr7	76698199	0.307974
Gene_7586	chr1	73125535	0.015245
Gene_2868	chr8	113368812	0.028433
Gene_1206	chr19	39633980	0.134495
Gene_5458	chr5	50562531	0.096516
Gene_1354	chr15	20059395	0.118823
Gene_6232	chr2	29080765	0.353158
Gene_5361	chr2	33105545	0.003846
Gene_6177	chr9	101416229	0.024352
Gene_5636	chr18	20062347	0.148728
Gene_6925	chr5	46169199	0.064163
Gene_7842	chr11	9747247	3.134816
Gene_2210	chr11	120197499	0.340249
Gene_5396	chr15	5099016	1.066476
Gene_3988	chr18	13143869	0.647435
Gene_6388	chr9	66808101	0.554430
Gene_4520	chr15	10166248	0.058145
Gene_7073	chr3	83076571	0.179564
Gene_4462	chr5	144580636	0.011972
Gene_6465	chr18	17343121	0.474525
Gene_4806	chr18	40110139	0.722487
Gene_4227	chr14	44090141	0.229521
Gene_1162	chr13	8665395	0.129033
Gene_7952	chr8	64413720	3.124688
Gene_2747	chrX	16145073	1.199355
Gene_6634	chr2	162549824	0.232855
Gene_2907	chr1	223256712	0.035977
Gene_0545	chr22	47461457	0.694441
Gene_1789	chr4	121244666	0.422081
Gene_0388	chr2	237769876	0.128926
Gene_6831	chr8	28117325	0.352834
Gene_0484	chr10	71357752	0.630590
Gene_0754	chr14	100911892	0.169580
Gene_2915	chr6	53207429	0.102451
Gene_3107	chr8	136246095	0.442770
Gene_2790	chr1	18090001	0.449748
Gene_7150	chr3	27212128	0.197544
Gene_1312	chr3	193804282	0.026674
Gene_7509	chr22	5680120	0.367361
Gene_6801	chr1	230930191	0.060344
Gene_2200	chr4	89568349	0.040118
Gene_1718	chr13	44158121	0.218535
Gene_1453	chr1	229410362	0.184713
Gene_2437	chr18	35495362	1.251766
Gene_7010	chr4	141683931	0.322254
Gene_4637	chr12	130006804	0.448721
Gene_6438	chr6	50121219	0.724112
Gene_4311	chr11	49517928	0.013391
Gene_6783	chr9	103039486	0.964966
Gene_2018	chr17	34321346	0.556188
Gene_7495	chr15	94685648	0.639170
Gene_0427	chrX	36599669	1.215003
Gene_0140	chr11	28376748	0.231120
Gene_6083	chr14	16729529	1.241368
Gene_2086	chr6	41400091	0.242209
Gene_3410	chr5	132813855	0.256719
Gene_5901	chr6	100580450	0.033924
Gene_1685	chr21	9583491	0.070717
Gene_0939	chr3	161367583	0.102686
Gene_6067	chr9	78813311	0.272710
Gene_4706	chr12	45837805	0.614163
Gene_7541	chr20	40001235	0.468922
Gene_0456	chr10	86969954	0.119796
Gene_2120	chr1	119062833	0.533672
Gene_6324	chr4	129631156	0.196853
Gene_2814	chr5	94144897	0.571037
Gene_5476	chr4	148160408	0.232375
Gene_7750	chr22	30213321	3.567712
Gene_6103	chr14	26052294	0.168020
Gene_7805	chr6	168616016	3.703498
Gene_1416	chr14	91793265	0.119383
Gene_3499	chr3	131257916	0.541265
Gene_5961	chrX	64244117	0.275350
Gene_6399	chr3	132264236	0.067572
Gene_3296	chr7	27774536	0.378504
Gene_5109	chr4	96190529	0.346959
Gene_4410	chr10	47470843	0.047121
Gene_7178	chr9	129333086	0.016868
Gene_2302	chr9	83349349	0.016840
Gene_6365	chr7	73048329	0.353913
Gene_1529	chr8	119451666	0.405831
Gene_5210	chr10	14808928	0.155390
Gene_3403	chr11	35861405	0.327115
Gene_2110	chr2	125232945	0.348831
Gene_3705	chr13	89752500	0.313858
Gene_6882	chr1	11638718	0.316774
Gene_2497	chr21	43732736	0.217364
Gene_2906	chr14	73665914	0.760027
Gene_2414	chr7	109319818	0.338709
Gene_7791	chr10	35835753	3.750240
Gene_5275	chr20	58552051	0.139889
Gene_2387	chrX	72525165	0.134348
Gene_0734	chr1	176069875	0.893371
Gene_4753	chr2	149292204	0.106232
Gene_3287	chrY	40327411	0.054153
Gene_3323	chr4	156053393	0.578703
Gene_5787	chr10	45105784	0.013331
Gene_6021	chr4	176685776	0.746478
Gene_1241	chr16	62320096	0.425496
Gene_0257	chr7	36656387	0.280021
Gene_2981	chr2	87152233	0.582095
Gene_1916	chr10	122661254	0.153596
Gene_1785	chr10	97467975	0.090305
Gene_1909	chr11	1086707	0.072624
Gene_1580	chr6	43928284	0.211951
Gene_7463	chr15	100899489	0.066249
Gene_2334	chrX	98901645	0.167175
Gene_2510	chr2	43544710	0.190401
Gene_2559	chr2	93654601	0.023679
Gene_7065	chr16	18690804	0.914196
Gene_6000	chrX	12280149	0.081488
Gene_4457	chr1	213634458	0.018249
Gene_0975	chr1	37921659	0.118432
Gene_3288	chr21	41017541	0.155642
Gene_3358	chr11	40940522	0.204723
Gene_7127	chr4	78934489	0.814260
Gene_6012	chr13	101593637	0.463438
Gene_2241	chr3	191257582	0.003738
Gene_1320	chr10	65201350	0.195035
Gene_5416	chr10	67746965	0.915274
Gene_3980	chr6	103762883	0.211402
Gene_4720	chr4	82305584	0.606238
Gene_6953	chr13	7844506	0.041128
Gene_7044	chr6	152591199	0.020077
Gene_1203	chr20	38205132	0.035994
Gene_6568	chr10	11129310	0.151801
Gene_0715	chr17	65318010	0.078568
Gene_5688	chr14	19248709	0.001736
Gene_1898	chr13	32883014	0.096005
Gene_7436	chr17	73904694	0.034849
Gene_1109	chr10	113711569	0.101835
Gene_6334	chr1	201530983	0.044990
Gene_2724	chr3	163199475	0.489542
Gene_5279	chr1	57651050	0.052289
Gene_4663	chr1	240557473	0.842554
Gene_6650	chr8	125437807	0.398455
Gene_0104	chr20	35779048	0.015274
Gene_5475	chr11	42125523	0.947699
Gene_7995	chr2	134101499	3.019643
Gene_3950	chr22	31339212	0.075064
Gene_5097	chrX	61894365	0.419702
Gene_1555	chr12	72118351	0.164582
Gene_3543	chr7	34623510	0.150739
Gene_4849	chr2	136675749	0.030794
Gene_1413	chr18	12002334	0.441112
Gene_1316	chr17	82663728	0.229363
Gene_2412	chr12	84721570	0.291945
Gene_6990	chr7	149366534	0.606048
Gene_2610	chr1	213903285	0.103372
Gene_1323	chr16	89164533	0.133613
Gene_2885	chr17	62077455	0.452817
Gene_1800	chr14	60197368	0.387061
Gene_3835	chr16	23232152	0.204460
Gene_4039	chr1	102093640	0.823439
Gene_3741	chr6	53652276	0.403167
Gene_2813	chr5	180421119	0.630555
Gene_4151	chr1	5421212	0.616718
Gene_3219	chr8	75919445	0.001167
Gene_1010	chr7	67626791	0.091797
Gene_3160	chr5	135135970	0.188059
Gene_5033	chr13	16653947	0.045755
Gene_2636	chr8	141391178	0.316320
Gene_2000	chr9	88291380	0.952247
Gene_1647	chr3	70854915	0.282207
Gene_2962	chr13	19617906	0.323693
Gene_7020	chr4	49997887	0.903498
Gene_4437	chr2	96847963	0.111165
Gene_1822	chr1	87010330	0.003105
Gene_5529	chr10	59324987	0.336465
Gene_6933	chr4	51105728	0.027254
Gene_4677	chr6	76386620	0.487521
Gene_4893	chr15	13817991	0.142925
Gene_4501	chr5	134109774	0.557717
Gene_2524	chr15	75471334	0.737139
Gene_1003	chr9	99611399	0.681590
Gene_2597	chr13	15831189	0.163546
Gene_0372	chr3	187234670	0.030434
Gene_3569	chr11	76940741	0.377317
Gene_5190	chr5	103603619	0.422555
Gene_5130	chr3	154575141	0.113469
Gene_2042	chr7	96022375	0.210489
Gene_4548	chr3	168039748	0.358173
Gene_6263	chr7	100117253	0.112505
Gene_6523	chr6	101879693	0.003742
Gene_2335	chr13	19447939	0.394922
Gene_2281	chr13	18736829	0.399819
Gene_2420	chr7	130189659	0.203092
Gene_6596	chr14	54744353	0.014985
Gene_6100	chr11	77041211	1.273146
Gene_5004	chr3	49328186	0.329836
Gene_6621	chr15	43086812	0.193015
Gene_0421	chr9	42351490	0.407678
Gene_2941	chr7	15405231	0.299938
Gene_5016	chr17	22639737	0.688356
Gene_6496	chr8	136029721	0.944399
Gene_2246	chr7	38785221	0.292960
Gene_1274	chr8	76588686	0.014120
Gene_1892	chr13	67857995	0.196977
Gene_4955	chr1	23440	0.343213
Gene_2970	chr3	133786999	1.054585
Gene_7402	chr6	117286870	0.277104
Gene_4482	chr12	128415970	0.195738
Gene_1397	chr6	143775435	0.071462
Gene_2571	chr17	24764205	0.221681
Gene_6285	chr1	111819449	0.611091
Gene_4062	chr1	60245894	0.402365
Gene_1878	chr5	118565215	0.007756
Gene_2156	chr3	112714274	0.193463
Gene_2056	chr16	47417954	0.022348
Gene_5365	chr15	2068052	0.905148
Gene_7789	chrX	102427796	3.693086
Gene_2953	chr21	40925215	0.124675
Gene_4347	chr11	104536977	0.688292
Gene_1332	chr3	29981957	0.855074
Gene_1823	chr2	62399769	0.077256
Gene_0501	chrX	27028921	0.283120
Gene_3642	chr4	161515276	0.393871
Gene_1838	chr5	105594249	0.525865
Gene_7863	chr1	103061804	4.785962
Gene_6724	chr4	126602326	0.049079
Gene_5463	chr7	158592613	0.004884
Gene_0909	chr6	62609638	0.456555
Gene_6667	chr18	15236710	0.204239
Gene_2778	chr22	45544111	0.003310
Gene_5851	chr13	26659343	0.235534
Gene_2182	chr3	71168876	0.208813
Gene_4645	chr8	39048003	0.248388
Gene_0001	chr4	31009414	0.095936
Gene_1773	chr4	97595303	0.754637
Gene_1812	chr10	24124083	0.197900
Gene_2895	chrX	2865531	0.003833
Gene_3162	chr3	50133559	0.154566
Gene_1489	chr20	61892000	0.126928
Gene_7637	chrY	42390946	3.077130
Gene_7388	chr9	74080370	0.097512
Gene_4641	chr2	41052107	0.021652
Gene_7291	chr10	100090410	0.730964
Gene_0071	chr7	13507166	0.835394
Gene_4505	chr5	133997823	0.848744
Gene_3268	chr4	16032032	0.119309
Gene_3733	chr2	8507842	0.198194
Gene_6190	chr1	225658487	0.447855
Gene_1173	chr11	71393798	0.039320
Gene_7679	chr2	147294626	3.065527
Gene_3590	chr3	160432744	1.128027
Gene_1154	chrX	81391639	0.602284
Gene_2574	chr5	87270835	0.871751
Gene_0542	chr2	27518537	0.929429
Gene_3992	chr15	11986979	0.898226
Gene_7838	chr11	114184411	4.302944
Gene_7026	chr16	84201131	0.474120
Gene_4698	chr2	7844287	0.112176
Gene_3020	chr5	24523905	0.221975
Gene_1562	chr11	82406647	0.060931
Gene_6448	chr2	223342445	0.523565
Gene_4188	chr9	32848263	0.075667
Gene_4121	chr6	159120116	0.879460
Gene_5403	chr11	134506444	0.002071
Gene_2893	chrX	137446927	0.416330
Gene_2395	chr6	48478845	0.306149
Gene_0564	chr2	8367569	0.035214
Gene_2743	chr11	133623941	0.330158
Gene_3451	chr10	12394716	0.101219
Gene_0356	chrX	661945	0.671074
Gene_5456	chr3	118898584	0.777254
Gene_1757	chr10	131362112	1.172107
Gene_3176	chr15	81814461	0.482397
Gene_5032	chr8	42103928	0.325619
Gene_1641	chr3	77392201	0.125185
Gene_0055	chr12	84591420	0.451608
Gene_0994	chr8	16016793	0.142949
Gene_6950	chr5	179337076	0.486272
Gene_1510	chr5	45618419	0.202579
Gene_1123	chr6	75878176	0.666679
Gene_0936	chr4	132613242	0.421684
Gene_2137	chr2	211743478	0.348753
Gene_6122	chr6	61048733	1.276320
Gene_2254	chr7	114881145	0.333287
Gene_1357	chr7	63771226	0.128806
Gene_7618	chr3	123372579	4.644336
Gene_3306	chr6	155414502	0.023148
Gene_2408	chr2	84748715	0.262255
Gene_1834	chr16	23132583	0.300209
Gene_2954	chr14	19456845	1.194384
Gene_1533	chr5	43032908	0.687399
Gene_5306	chr3	9433342	0.065047
Gene_7939	chr4	170507764	3.656813
Gene_6323	chr2	24600795	0.761211
Gene_7146	chr14	69840170	0.372815
Gene_6927	chr21	4104067	0.261793
Gene_6641	chr4	88700057	0.661103
Gene_4730	chr10	28346647	0.168819
Gene_5674	chr11	119452231	0.148300
Gene_4216	chr15	54284079	0.414561
Gene_7938	chr3	126383989	3.070510
Gene_0973	chr1	80782074	0.083327
Gene_4926	chr10	2459289	0.211296
Gene_5333	chr13	91145594	0.032542
Gene_5192	chr7	109979350	0.189659
Gene_0507	chr11	70668841	0.475526
Gene_3324	chr7	88133217	0.128670
Gene_1421	chr14	203812	1.029974
Gene_2960	chr6	33785793	0.435901
Gene_5682	chr3	129823630	0.101102
